question_id,student_id,score
c62ccd6d-efb3-4bf2-b934-ce313ab0dabd,628b37f8-830d-4037-87a4-d200e9d51580,1
e7e9bc24-ae95-4e6b-aa98-057869595121,6417524e-2d39-43f6-afa7-d96267ac5cee,1
41e03290-c6d2-4f2c-b8b2-9fa5e07cc18d,cabef017-dbea-48e2-926e-691678bfddf8,1
8d185f64-ff59-4a6e-91ae-485f02ec1c9b,df324864-a194-4d90-b6f2-164d4c87abf3,1
064d38da-368e-4646-b8f8-92c1779fe78d,df766a01-23d8-46f5-99c8-64d467f8b707,1
ff3a2f29-b76a-4718-afea-bed65301b4c9,9c97c050-c510-498a-969c-dd2b0832fa04,1
65392988-7f70-49dc-bf2e-46d610d94c88,a86cfd1b-a6f5-4574-b636-b4ebf15a0490,1
65392988-7f70-49dc-bf2e-46d610d94c88,d1fc0bba-9ece-4e63-865d-5c1903b55bc1,0
536e38f1-e69c-4a83-9bb8-ed418b6822e4,4e5fba4b-6890-47b7-aa89-40db2a9fc76f,0
b25b58af-7f03-4383-b2bf-bbaf9e756c0c,0a8fa20f-fd6f-40be-8ae8-0dfa00e43903,1
6dfc238e-4b6c-477f-a1ba-032320db78a5,81018191-a090-4562-941e-2a807b67058d,1
65392988-7f70-49dc-bf2e-46d610d94c88,dc63e0d4-6d63-4b09-bfac-e0a8e9c46e1d,1
b25b58af-7f03-4383-b2bf-bbaf9e756c0c,aff714d4-d39c-491e-9dfa-bcc1492a32ee,1
e7e9bc24-ae95-4e6b-aa98-057869595121,66fabeed-5c5f-4ab8-a345-2cd2f486e91b,1
454deecd-a5e5-44eb-9616-7345ea50bb57,532936fc-b949-4d29-939a-b4694370bb09,1
89413607-6218-49b9-b5e5-fe1ec98dea89,feb94471-59da-45c6-9f87-7a9163d4e768,1
21d99ebb-af0a-4152-975a-90332a8091e4,4e1b8c33-7727-4f83-a376-b42586b37c6b,1
96e3d35a-c542-428d-b633-fd5ae588ec86,75977941-af9e-41fa-9b0a-51e3fe22afa9,1
27e465f2-285a-4e2c-ad41-62e471bbda8d,8de9198a-b756-4c05-b14f-620d99e0747b,1
87e90fb9-15e3-43a6-b52c-dcb42b82b836,0dc572ac-4675-49fa-a6f1-791fa58c6a8f,1
54aebae4-82b4-443a-a308-1a5194f4274d,32a68b7b-fdae-4c4d-b2f9-2ba74a8ae59e,1
31d4f694-1101-4ae7-b855-79f41e6fa3e7,cd95ba0f-e446-4d88-be26-7377d993abcc,1
cff5c89d-a83e-4e4b-8ae9-1d8ebe2c3e9c,cabef017-dbea-48e2-926e-691678bfddf8,1
2ca60ff6-8a38-4aa2-8a54-7b84b4adda7d,c9b28c92-5c2a-4717-804e-d06e93603320,1
64f6773f-3b95-4f0c-b1df-8472f9ec3073,ec8f4223-3429-4890-b17e-f750fe56186c,1
298b5089-0e18-455f-84c7-86653af9846f,6417524e-2d39-43f6-afa7-d96267ac5cee,1
c49a08a6-a3a1-4941-943f-a8f2143a0523,4c27358b-31d3-4ffc-bf6d-2d463687162c,1
549af529-6ca2-4ad2-b2b2-7992cf27d91c,c1bdfd7e-7e0a-461f-8358-aeb9d7eb5f3f,1
64f6773f-3b95-4f0c-b1df-8472f9ec3073,7e294429-b2a8-4d7d-a3c3-a5ca69deac58,1
41346fc0-a8ea-448f-9561-3e719cf42d28,ee922eac-e23c-494c-8214-3fab0e635a95,1
41e03290-c6d2-4f2c-b8b2-9fa5e07cc18d,10ec1a4e-32e3-481c-9b7d-d781ce32890d,1
f48c5f60-b80e-4e4c-bf6a-804820e8d989,feb94471-59da-45c6-9f87-7a9163d4e768,1
662b480b-eeb1-4691-b74a-9f91370bfdf5,2c1cf04d-201c-4323-ac85-b14dc26ad955,1
0492a3be-d122-43c8-aeee-f28bf04bd7dc,0a8fa20f-fd6f-40be-8ae8-0dfa00e43903,1
90c287c8-4577-4f12-9939-0f7d4954aee0,03fa7df5-d87e-4451-9d8b-282bfeead009,1
b551fad1-72cb-4606-b1ce-5b2b8526298f,03fa7df5-d87e-4451-9d8b-282bfeead009,1
e7e9bc24-ae95-4e6b-aa98-057869595121,10ec1a4e-32e3-481c-9b7d-d781ce32890d,1
caf89304-5694-415b-b6bc-0022f0b2d731,3c422c6f-f84a-408b-9b09-3841a6162091,1
f48c5f60-b80e-4e4c-bf6a-804820e8d989,7547a961-812c-4af6-b96e-a731ba15ddfe,1
a7cc49e0-5fa2-44de-8831-fc1a04f2e39d,c059de46-6c88-4eaa-8714-da010f3c46c5,1
dae02058-35f7-453b-bdb5-6930860ed6d7,c059de46-6c88-4eaa-8714-da010f3c46c5,1
7f4c3838-0af2-42ad-8eb6-a04800aba291,9fcb7b08-d621-4518-9469-20714febebf4,1
1d5e79f7-6f0d-46dd-97bb-1ab01a824127,4c8324e7-e2e0-40a4-b0b3-2ba5db093334,1
0e4a9b0a-2768-4357-85fa-76f8da1a2431,027af9c8-592b-4327-923b-d40396a7bd9a,1
a3033801-d1b3-4084-ba89-49ea2892c6a7,fef15157-ff55-40b4-93f4-5de37d67e56f,1
3916e919-0220-4f5b-8774-d9569d51e4c2,804e970e-d73f-4c19-9527-5725b73b237b,1
9d756cd4-21d6-4eea-ab0b-919ee1494a14,6417524e-2d39-43f6-afa7-d96267ac5cee,1
13dd288e-c9bd-43b8-aad4-7b57ade8c20b,7931907f-d185-4c63-8303-3006dbd042e6,0
4a7bd418-fd79-4574-bbba-7613317097f2,79ea3112-ded2-4f5e-8e36-9c7732731b43,1
ded85b06-43f7-4817-8028-08fe5f27d0cc,70f4f3ca-ace5-430d-ae7a-97ed6aeac555,1
99eaa6de-1ad0-4492-93e1-902e486cb218,fef15157-ff55-40b4-93f4-5de37d67e56f,1
21d99ebb-af0a-4152-975a-90332a8091e4,cfca28ee-cb59-4d9e-bff9-4246e690480e,1
762bb0be-80e8-41c8-a71c-72b292d39ef1,4c8324e7-e2e0-40a4-b0b3-2ba5db093334,1
b7da1d13-e96e-46fc-8df8-1e6d90d0d87d,75977941-af9e-41fa-9b0a-51e3fe22afa9,1
68fb4ac8-680f-4637-80b0-0c08ee875607,d1fc0bba-9ece-4e63-865d-5c1903b55bc1,1
5cfa40df-81d2-470f-802d-562f22302676,d04969b7-713f-4739-bea2-a02408dab0cf,1
762bb0be-80e8-41c8-a71c-72b292d39ef1,2d203f05-79b5-463f-82dd-890e0536366a,0
dc777aa3-1cea-4e18-b914-74afe7189f76,8aa6e60d-3592-4b92-8576-825f8a460783,1
f69c9c38-aac0-4cc8-adb6-17eafb2919ad,3422a3bc-9aec-4cd0-84d1-e032a0e8abff,1
c90cf6e0-3f69-42c1-858a-3b24b43e8a9f,81018191-a090-4562-941e-2a807b67058d,1
064d38da-368e-4646-b8f8-92c1779fe78d,f64134ab-b3e2-4b86-bac3-4129791ab5d1,1
5bc1d487-b28f-42ac-9aed-a0408e908e4a,dc63e0d4-6d63-4b09-bfac-e0a8e9c46e1d,1
0e23a3c4-28d3-440f-bb9a-4bfa86b6c5fb,2c1cf04d-201c-4323-ac85-b14dc26ad955,1
75420c6a-808a-413b-9aa0-f1e5f4047f1d,d3f391f4-908e-4ee8-bc48-e66395203f13,1
fe5ee9b0-9be6-4851-82c6-0f1a7a3fdcc6,91b0f13f-50fe-4fa1-b6c6-9e85c7e4a5bd,1
c72681c3-8233-4880-881b-cdbd4fb67920,9c97c050-c510-498a-969c-dd2b0832fa04,1
e7e9bc24-ae95-4e6b-aa98-057869595121,fc7eb60b-0250-4c43-8e6a-924bdf47e92c,1
e36eb16f-a14f-496d-b699-c06db9b34048,4c70fd7a-1080-421d-9091-e8476f820209,1
34be789a-8d89-4f12-b7d4-d44ad5520536,06e240d7-082b-4976-bbbc-6bb4fbf24ed1,1
d918dc8b-85c7-4882-a91e-f7a9480dfd30,d1fc0bba-9ece-4e63-865d-5c1903b55bc1,1
949daea2-1a54-42f9-b727-dbd08e2e2cf6,532936fc-b949-4d29-939a-b4694370bb09,1
82d41f3a-aea8-4f6b-be0a-4fd6db5de5da,4c70fd7a-1080-421d-9091-e8476f820209,1
ec0a49ca-041d-48ad-aee7-4af4209e7ec9,ec8f4223-3429-4890-b17e-f750fe56186c,1
5d2f3499-da1e-43dc-a026-1fd93deb8ce8,7e294429-b2a8-4d7d-a3c3-a5ca69deac58,1
5a96e9cf-82bc-4b94-8c89-66bd0915ab88,4c8324e7-e2e0-40a4-b0b3-2ba5db093334,1
6dfc238e-4b6c-477f-a1ba-032320db78a5,fef15157-ff55-40b4-93f4-5de37d67e56f,1
54aebae4-82b4-443a-a308-1a5194f4274d,3422a3bc-9aec-4cd0-84d1-e032a0e8abff,1
c8ba4cb5-3aee-422d-a22b-34b1dee161b1,2c1cf04d-201c-4323-ac85-b14dc26ad955,1
2b5ba124-79e0-4169-b734-8d2bd0049782,7547a961-812c-4af6-b96e-a731ba15ddfe,1
8a2a102f-ae24-4d36-809b-bc510c06b15c,79ea3112-ded2-4f5e-8e36-9c7732731b43,1
5cc716d8-dffe-4593-811c-bf62d88536f9,75977941-af9e-41fa-9b0a-51e3fe22afa9,1
